value,count
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI15202.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI15208.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI15216.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI15218.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI15224.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI15234.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI16007.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI16013.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2016/12/PXD004987/OEI16027.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K8.3QEXI16163.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K8.2QEXI16183.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K8.1QEXI16193.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K5.3QEXI16231.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K5.2QEXI16155.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K5.1QEXI16165.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K40.3QEXI16167.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K40.2QEXI16217.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K40.1QEXI16227.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K39.3QEXI16213.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K39.2QEXI16229.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K39.1QEXI16181.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K38.3QEXI16219.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K38.2QEXI16211.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K38.1QEXI16199.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K36.3QEXI16185.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K36.2QEXI16167.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K36.1QEXI16221.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K33.3QEXI16157.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K33.2QEXI16189.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K33.1QEXI16215.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K26.3QEXI16197.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K26.2QEXI16223.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K26.1QEXI16171.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K2.3QEXI16191.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K2.2QEXI16173.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K2.1QEXI16159.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K14.3QEXI16175.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K14.2QEXI16161.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K14.1QEXI16209.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K13.3QEXI16225.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K13.2QEXI16201.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K13.1QEXI16187.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K1.3QEXI16203.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K1.2QEXI16195.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2019/11/PXD007555/K1.1QEXI16153.raw,1
