value,count
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S6.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S7.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S13.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S20.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S23.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S25.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S27.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S28.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S34.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S36.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S44.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S51.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S61.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S65.raw,1
https://ftp.pride.ebi.ac.uk/pride/data/archive/2017/07/PXD005780/S72.raw,1
